fcltynm,mt10id,mt13cnt,fcltychartr,opende,seatscale,telno,relateurl,adres,la,lo,restaurant,cafe,store,nolibang,suyu,parkbarrier,restbarrier,runwbarrier,elevbarrier,parkinglot,mt13s
송죽씨어터,FC000297,1,민간(대학로 외),2009,260,053-252-5733,http://songjuk.alltheway.kr/,대구광역시 중구 교동길 15 (화전동),35.8734323,128.59548940000002,N,N,N,N,N,N,N,N,N,N,"
            "
성남아트센터,FC000016,4,공공(문예회관),2005,5174,031-783-8000,http://www.snart.or.kr/,경기도 성남시 분당구 성남대로 808 (야탑동),37.4027309,127.13124349999998,Y,Y,N,Y,Y,Y,N,Y,N,Y,"
            "
아시티스,FC003880,1,민간(대학로 외), ,0, ,http://www.asitispace.com/,서울특별시 관악구 쑥고개로 122 (봉천동),37.4787676,126.9500117,N,N,N,N,N,N,N,N,N,Y,"
            "
문예정터,FC000317,1,민간(대학로 외),1989,100,062-225-5114,http://cafe.daum.net/pineplay,광주광역시 동구 중흥로209번길 8 (계림동),35.16067690000001,126.9168922,N,N,N,N,N,N,N,N,N,N,"
            "
대학로단막극장,FC000774,1,민간(대학로),1996,66,02-765-1544, ,서울특별시 종로구 동숭4길 16-3 (동숭동),37.5832792,127.00456329999997,N,N,N,N,N,N,N,N,N,N,"
            "
컬러드,FC003936,1,기타(비공연장), ,0, , ,서울특별시 강남구 학동로3길 19 (논현동),37.512784,127.0220556,N,N,N,N,N,N,N,N,N,N,"
            "
문학시어터,FC000600,1,공공(기타),2010,111,032-433-3777,http://www.mhtheater.kr,인천광역시 남구 매소홀로 618 (문학동),37.4374104,126.69273420000002,N,N,N,N,N,Y,Y,N,N,Y,"
            "
현대카드 언더스테이지,FC001826,2,민간(대학로 외),2015,205,02-331-6301,https://dive.hyundaicard.com/web/understage/spaceMain.hdc,서울특별시 용산구 이태원로 246 (한남동),37.5365851,127.00066620000007,N,Y,N,N,N,Y,N,N,N,Y,"
            "
문경문화예술회관,FC000525,2,공공(문예회관),1993,1134,054-550-8949,http://www.gbmg.go.kr/open.content/mgculture/,경상북도 문경시 신흥로 85 (점촌동),36.5902332,128.197991,N,N,N,N,N,Y,N,Y,N,Y,"
            "
충무아트센터,FC000014,5,공공(문예회관),2005,2045,02-2230-6601,www.caci.or.kr/caci/main/main.do,서울특별시 중구 퇴계로 387 (흥인동),37.5660139,127.01481309999997,Y,Y,N,Y,N,Y,Y,Y,N,Y,"
            "
인천문화양조장,FC003568,1,민간(대학로 외), ,0,032-422-8630,https://spacebeam.net/brewery-space-guide,인천광역시 동구 서해대로513번길 15 (창영동),0.0000,0.0000,N,N,N,N,N,N,N,N,N,N,"
            "
바탕골소극장,FC001174,1,민간(대학로),1986,160,02-764-8760, ,서울특별시 종로구 대학로10길 5 (동숭동),37.5818197,127.00255949999996,Y,Y,N,N,N,N,N,N,N,N,"
            "
소극장 6번출구,FC001376,1,민간(대학로 외),2009,90,051-625-2117,http://blog.naver.com/mac1986,부산광역시 수영구 수영로 477 (남천동),35.1485415,129.11040309999998,N,N,N,N,N,N,N,N,N,N,"
            "
인제하늘내린센터,FC000559,2,공공(문예회관),2009,899,033-460-8900,http://www.injeart.or.kr/index.php,강원도 인제군 인제읍 비봉로44번길 100,38.0611312,128.16497060000006,N,Y,N,N,N,N,N,N,N,Y,"
            "
아스가르드 씨어터 (구. 낙산씨어터),FC002932,1,민간(대학로), ,100,02-6012-2511, ,서울특별시 종로구 동숭길 140(혜화동),37.5836705,127.0025639,N,N,N,N,N,N,N,N,N,N,"
            "
부산문화회관,FC000167,4,공공(문예회관),1988,2922,051-607-6000,http://culture.busan.go.kr/Main.bs,부산광역시 남구 유엔평화로76번길 1 (대연동),35.127275,129.09361390000004,N,N,N,Y,Y,Y,Y,Y,Y,Y,"
            "
성음아트센터,FC002650,3,민간(대학로 외),2019,368,031-703-2064,http://searts.or.kr/,경기도 성남시 분당구 판교역로14번길 15 (백현동),37.3850359,127.1109981,N,Y,N,N,N,N,N,N,N,N,"
            "
작은극장 다함,FC001407,1,민간(대학로 외),2016,200,042-282-2116, ,대전광역시 동구 대전로448번길 70 (가오동),36.3074733,127.45554930000003,N,N,N,N,N,N,N,N,N,N,"
            "
예술극장 통,FC001145,1,민간(대학로 외),2011,100,062-430-5257,http://cafe.naver.com/cctong,광주광역시 동구 중앙로 149-2 (호남동),35.148103,126.91260650000004,N,N,N,N,N,N,N,N,N,N,"
            "
목포 만호동 일대,FC004062,1,기타(비공연장), ,0, , ,전라남도 목포시 유동로36번길 19-2 (중동1가),34.785157,126.382691,N,N,N,N,N,N,N,N,N,N,"
            "
공연일번지,FC001286,1,민간(대학로 외),2008,70,062-222-7008,http://cafe.daum.net/art1broadway,광주광역시 동구 금남로 218-9 (금남로3가),35.1492131,126.91577430000006,N,N,N,N,N,N,N,N,N,N,"
            "
보령문화예술회관,FC000426,2,공공(문예회관),2002,921, ,http://art.brcn.go.kr/ctnt/ptal/,충청남도 보령시 성주산로 101 (명천동),36.3338172,126.61456599999997,N,N,N,N,N,Y,Y,N,N,Y,"
            "
솜리문화예술회관,FC000463,2,공공(문예회관),1996,806,00-1577-0072,http://arts.iksan.go.kr/index.iksan?menuCd=DOM_000000103002002000,전라북도 익산시 선화1로 106 (마동),35.939343,126.96868100000006,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
아트하우스,FC003224,1,민간(대학로), ,207, , ,서울특별시 종로구 대학로10길 26(동숭동),37.5816067,127.0037204,N,N,N,N,N,N,N,N,N,N,"
            "
대구학생문화센터,FC000282,3,공공(기타),2003,1528,053-231-1288,http://www.dccs.go.kr/,대구광역시 달서구 용산로 181 (용산동),35.8530407,128.52949850000005,N,Y,N,N,N,N,N,N,N,Y,"
            "
레몬트리소극장,FC001491,1,민간(대학로 외),2013,100,051-626-0116, ,부산광역시 수영구 수영로 421-1 (남천동),35.1437376,129.10897269999998,N,N,N,N,N,N,N,N,N,N,"
            "
용인시평생학습관(여성회관),FC002433,2,공공(기타),2004,761,00-1577-1122,https://lll.yongin.go.kr/,경기도 용인시 수지구 문정로7번길 15 (풍덕천동),37.3202647,127.0953462,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
어울아트센터(구. 대구북구문예회관),FC001178,2,공공(문예회관),1999,541,053-320-5120,http://www.hbcf.or.kr/front/,대구광역시 북구 구암로 47 (관음동),35.9351297,128.54623719999995,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
서울시민청,FC002438,2,공공(기타), ,100,02-739-5813,http://www.seoulcitizenshall.kr/,서울특별시 중구 세종대로 110 (태평로1가),37.5665845,126.9782041,N,Y,N,N,Y,Y,Y,N,Y,Y,"
            "
어댑터씨어터 2관,FC003956,1,민간(대학로 외),2024,92, ,https://adapter.theater/index,"부산광역시 수영구 광남로 102 (광안동, 에이스 로얄 팰리스)",35.1508961,129.1154563,N,N,N,N,N,N,N,N,N,N,"
            "
작은극장 돌체,FC000303,1,민간(대학로 외),2007,96,032-772-7361,http://www.clownmime.co.kr/,인천광역시 미추홀구 매소홀로 573 (문학동),37.438755,126.68573600000002,N,N,N,N,N,N,Y,N,Y,Y,"
            "
예술공간 휴서사,FC003580,1,민간(대학로 외),2023,100, ,hueseosa.com,경기도 의정부시 둔야로49번길 29 (의정부동),37.7402315,127.0378666,N,N,N,N,N,N,Y,N,N,N,"
            "
목포문화예술회관,FC001185,1,공공(문예회관),1997,698,061-270-4038,https://www.mokpo.go.kr/art/,전라남도 목포시 남농로 102 (용해동),34.7913967,126.41699100000005,N,N,Y,N,N,Y,Y,Y,Y,Y,"
            "
한국문화의집 KOUS,FC000065,1,공공(기타),2003,230,02-3011-1788,http://www.kous.or.kr,서울특별시 강남구 테헤란로92길 12-9 (대치동),37.50678449999999,127.06046089999995,N,N,N,N,N,N,N,N,N,Y,"
            "
모모씨어터,FC004098,1,민간(대학로),2023,0, , ,서울특별시 종로구 성균관로 15-8 (명륜3가),37.5839742,126.9972423,N,N,N,N,N,N,N,N,N,N,"
            "
R&J씨어터(구. 연진아트홀),FC001142,1,민간(대학로),2006,127,02-747-1912, ,서울특별시 종로구 낙산길 14 (동숭동),37.5802937,127.00526530000002,N,N,N,N,N,N,N,N,N,N,"
            "
금나래아트홀,FC000784,1,공공(문예회관),2008,552,02-2627-2981,http://www.gnrart.or.kr/,서울특별시 금천구 시흥대로73길 70 (시흥동),37.4564588,126.89591250000001,N,Y,Y,N,N,Y,Y,Y,N,Y,"
            "
호원아트홀,FC000070,1,민간(대학로 외),2011,453,02-482-8794,http://blog.naver.com/enter_pf,서울특별시 강동구 성안로 30 (성내동),37.5262867,127.1303173,N,Y,N,N,N,N,N,N,N,Y,"
            "
엑스코(exco),FC001366,11,민간(대학로 외),2001,52214,053-601-5000,https://www.exco.co.kr/kor/index.html,대구광역시 북구 엑스코로 10 (산격동) 대구전시컨벤션센터,35.907821,128.61277599999994,Y,Y,Y,N,N,Y,N,N,N,Y,"
            "
원주치악예술관,FC000365,2,공공(문예회관),1994,600,033-763-9114,http://www.wonju.go.kr/www/contents.do?key=328,강원도 원주시 서원대로 331 (명륜동),37.33538619999999,127.94449340000006,N,Y,N,N,N,Y,N,Y,N,Y,"
            "
더 씨어터,FC001249,1,민간(대학로),2011,96,02-743-3382,http://cafe.daum.net/thetheatre,서울특별시 종로구 대학로3길 10 (효제동) 고운빌딩,37.5740036,127.00164489999997,N,N,N,N,N,N,N,N,N,N,"
            "
몸소리말조아라 센터,FC003659,1,민간(대학로 외), ,0, , ,서울특별시 마포구 토정로15길 10-8 (신수동),37.5453809,126.9353895,N,N,N,N,N,N,N,N,N,N,"
            "
평택시북부문예회관,FC000332,2,공공(문예회관),1991,913,031-8053-3570,https://www.pyeongtaek.go.kr/alrimi/contents.do?mId=0204000000,경기도 평택시 경기대로 1366 (서정동),37.0668137,127.06494380000004,N,N,N,N,N,N,N,N,N,Y,"
            "
예전아트센터,FC000331,1,민간(대학로 외),2008,200,053-424-9426,http://yzartcenter.alltheway.kr/,대구광역시 남구 명덕로 98-1 (대명동),35.8568485,128.5806821,N,Y,N,N,N,N,N,N,N,Y,"
            "
천안시청 봉서홀,FC000474,1,공공(기타),2005,1064,00-1577-3900, ,충청남도 천안시 서북구 번영로 156 (불당동),36.8156927,127.11368679999998,N,Y,N,N,N,N,N,N,N,Y,"
            "
소극장 마당 [대전],FC000611,1,민간(대학로 외),2010,55,042-253-8300,http://cafe.daum.net/thrmrwkdakekd,대전광역시 중구 대종로 456 (대흥동),36.3254492,127.42804009999998,N,N,N,N,N,N,N,N,N,N,"
            "
효원소극장,FC003986,1,민간(대학로 외), ,0, , ,서울특별시 강남구 선릉로 603 (논현동) 지하1층,37.5107746,127.0434538,N,N,N,N,N,N,N,N,N,N,"
            "
한국소리터,FC001572,2,공공(기타),2011,857,031-683-3891,http://soriter.or.kr/soriter/index.php,경기도 평택시 현덕면 평택호길 147,36.9220198,126.92183610000006,N,Y,N,N,N,Y,Y,N,Y,Y,"
            "
수유연극실험실,FC003525,1,민간(대학로 외), ,20, , ,서울특별시 강북구 노해로11길 4 (수유동),37.6391138,127.0223546,N,N,N,N,N,N,N,N,N,N,"
            "
고양어울림누리,FC000819,3,공공(문예회관),2004,2156,00-1577-7766,http://www.artgy.or.kr/,경기도 고양시 덕양구 어울림로 33 (성사동),37.6498532,126.83498459999998,Y,Y,N,Y,N,Y,Y,Y,Y,Y,"
            "
소극장 소금창고,FC001827,1,민간(대학로 외),2018,100,053-655-7139,www.goorigoal.modoo.at,대구광역시 남구 계명중앙1길 48 (대명동),35.8558238,128.58233199999995,N,Y,N,N,N,N,N,N,N,N,"
            "
소극장 무극,FC003149,1,민간(대학로), ,80,010-8234-6602,https://theatremuguek.modoo.at/,서울특별시 종로구 대학로9길 18(명륜4가),37.5818577,127.0008602,N,N,N,N,N,N,N,N,N,N,"
            "
세종문화원,FC001697,2,공공(기타),2013,305,043-865-2411,http://www.sejongcult.or.kr/,세종특별자치시  조치원읍 문화로 17,36.6032717,127.30062629999998,N,N,N,N,N,N,Y,Y,N,Y,"
            "
동해문화예술회관,FC000746,3,공공(문예회관),1995,1753,033-530-2115,http://www.dh.go.kr/pages/sub.htm?nav_code=dh1479357774,강원도 동해시 평원로 15 (천곡동),37.5264687,129.1151526,N,N,N,N,N,Y,N,Y,N,Y,"
            "
보노마루,FC002766,1,공공(기타), ,203,031-481-0571,https://blog.naver.com/cityansan/222155306418,경기도 안산시 상록구 본오로 182 (본오동),37.3012795,126.8673218,N,N,N,N,N,N,N,N,N,Y,"
            "
연천수레울아트홀,FC000142,2,공공(문예회관),2010,716,031-834-3770,http://sureul.co.kr/company/arthall_intro.jsp,경기도 연천군 연천읍 문화로 150,38.1090534,127.07991620000007,N,N,N,N,N,Y,Y,N,Y,Y,"
            "
삼동소극장,FC003531,1,민간(대학로 외), ,0, , ,충청남도 아산시 삼동로16번길 5 (모종동),36.7815225,127.0110188,N,N,N,N,N,N,N,N,N,N,"
            "
피카소소극장,FC000825,1,민간(대학로),2008,140,02-3672-7971,https://picassotheater.modoo.at/,서울특별시 종로구 대학로11길 38-11 (명륜4가),37.582654,127.00063039999998,N,N,N,N,N,N,N,N,N,N,"
            "
티오엠씨어터(구. 문화공간필링),FC000382,3,민간(대학로),2014,555,00-1544-8303,http://www.towntom.com/,서울특별시 종로구 대학로8가길 85 (동숭동),37.5822467,127.00371659999996,N,N,N,N,N,N,N,N,N,Y,"
            "
밀양아리랑아트센터,FC001675,2,공공(문예회관),2016,1001,055-359-4500,https://www.mycf.or.kr/main/,경상남도 밀양시 밀양대공원로 112 (교동),35.5036034,128.7583247,N,N,Y,Y,Y,Y,Y,Y,N,Y,"
            "
대구문화예술회관,FC000191,4,공공(문예회관),1990,2327,053-606-6114,http://artcenter.daegu.go.kr/content.html?md=0047,대구광역시 달서구 공원순환로 201 (성당동),35.8446585,128.55874089999998,N,N,N,N,N,Y,N,N,N,Y,"
            "
아트홀 마당,FC003387,1,민간(대학로 외), ,124,070-4123-4666,http://www.usmadang.co.kr/,울산광역시 중구 성안1길 101(성안동),35.5755364,129.3224548,N,N,N,N,N,N,N,N,N,N,"
            "
성북미디어문화마루 꿈빛극장,FC002770,1,공공(기타),2021,324,02-6953-3201, ,서울특별시 성북구 길음로7길 20 (길음동),37.6037552,127.0222037,N,N,N,N,N,N,N,N,N,N,"
            "
천안시성환문화회관,FC000437,2,공공(문예회관),1995,840,041-521-3745,www.ccsh.or.kr,충청남도 천안시 서북구 성환읍 성진로 15,36.9128883,127.13722340000004,N,N,N,N,N,Y,N,N,N,Y,"
            "
다락방극장(을지트윈타워),FC003222,1,민간(대학로 외), ,0, , ,서울특별시 중구 을지로 170(을지로4가),37.5661392,126.9973275,N,N,N,N,N,N,N,N,N,N,"
            "
초콜릿팩토리,FC000255,1,민간(대학로 외),2008,0,010-9071-1028,http://blog.naver.com/chocolate-factory,부산광역시 남구 수영로 298 (대연동),35.136589,129.09905060000006,N,N,N,N,N,N,N,N,N,Y,"
            "
고양아람누리,FC000127,5,공공(문예회관),2007,4640,00-1577-7766,http://www.artgy.or.kr/aram/introduction.aspx,경기도 고양시 일산동구 중앙로 1286 (마두동) 고양아람누리,37.6614074,126.77433789999998,Y,Y,N,Y,N,Y,N,Y,N,Y,"
            "
연습실 소감 [부산],FC004088,1,민간(대학로 외), ,0, ,https://www.instagram.com/theatre_ugam,부산광역시 남구 용소로28번길 16 (대연동),35.1349601,129.0999123,N,N,N,N,N,N,N,N,N,N,"
            "
도토리씨어터,FC003374,2,민간(대학로), ,232, , ,서울특별시 종로구 대학로12길 63(동숭동),37.5812241,127.0040212,N,N,N,N,N,N,N,N,N,N,"
            "
보광극장,FC002625,1,민간(대학로 외),2017,30,010-6246-2449,https://bktheater.modoo.at/,서울특별시 용산구 장문로19길 4 (보광동),37.5260989,126.9977628,N,N,N,N,N,N,N,N,N,Y,"
            "
설렘아트홀,FC002819,1,민간(대학로 외), ,52,010-3518-7843,https://arthallserlem.modoo.at/,서울특별시 광진구 능동로19길 23(화양동),37.5470491,127.0723822,N,N,N,N,N,N,N,N,N,Y,"
            "
씨어터연바람,FC001305,1,민간(대학로 외),2014,60,062-226-2446,http://blog.naver.com/greentheater,광주광역시 동구 구성로204번길 1-1(대인동),35.1491561,126.9236373,N,N,N,N,N,N,N,N,N,N,"
            "
세우아트센터,FC000794,2,민간(대학로),2002,320,070-7542-5089, ,서울특별시 종로구 대학로12길 49 (동숭동),37.5819127,127.00396899999998,N,N,N,N,N,N,N,N,N,N,"
            "
일터 소극장,FC001676,1,민간(대학로 외),2004,100,051-635-5370, ,부산광역시 동구 자성로141번길 13 (범일동),35.1384481,129.06567140000004,N,N,N,N,N,N,N,N,N,N,"
            "
소극장 공터 다,FC001237,2,민간(대학로 외),2004,100,054-444-0604,https://gongterda.modoo.at/,경상북도 구미시 금오시장로 4 (원평동),36.1252774,128.34051120000004,N,N,N,N,N,N,N,N,N,N,"
            "
시윤아트홀,FC004075,1,민간(대학로), ,0,02-1661-3123, ,서울특별시 종로구 대학로 116 (동숭동),37.5815327,127.0023365,N,N,N,N,N,N,N,N,N,N,"
            "
진해문화센터(진해구민회관),FC000244,2,공공(문예회관),1993,1359,055-719-7882,http://www.jhcc.or.kr/default.html,경상남도 창원시 진해구 진해대로 325 (태백동) 진해구민센터,35.1691187,128.65962420000005,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
무안승달문화예술회관,FC001378,2,공공(문예회관),2001,669,061-450-4090,https://www.muan.go.kr/culture,전라남도 무안군 창포로 8,34.989977,126.47322310000004,N,N,N,N,N,Y,N,N,N,Y,"
            "
소극장 혜화당(구. 까망소극장),FC001085,1,민간(대학로),1993,115,02-742-1505,http://blog.naver.com/hehwadang,서울특별시 종로구 대학로12길 63 (동숭동),37.5812279,127.00391100000002,Y,N,N,N,N,N,N,N,N,N,"
            "
맥거핀 서교,FC002815,1,민간(대학로 외), ,0,010-8324-8454, ,서울특별시 마포구 양화로7길 28(서교동),37.5519656,126.9146894,N,N,N,N,N,N,N,N,N,N,"
            "
장성문화예술회관,FC000053,2,공공(문예회관),2011,883,061-390-7552,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/,전라남도 장성군 장성읍 문화로 110,35.3022066,126.76655010000002,Y,Y,Y,N,N,Y,Y,N,Y,Y,"
            "
"밀양아리나(구, 밀양연극촌)",FC001322,9,공공(기타),1999,1350,055-355-2308,https://arina.tk.ac.kr/,경상남도 밀양시 부북면 창밀로 3097-16,35.5334394,128.70464900000002,N,N,N,N,N,N,N,N,N,Y,"
            "
주말극장,FC003053,1,민간(대학로 외), ,0,010-8833-2852,https://blog.naver.com/NBlogTop.naver?isHttpsRedirect=true&blogId=lsstudio,서울특별시 영등포구 도림로126길 1(문래동3가),37.5139792,126.8965073,N,N,N,N,N,N,N,N,N,N,"
            "
오마이갓 전용관,FC003396,1,민간(대학로),2023,78, , ,서울특별시 종로구 동숭길 68 (동숭동),37.5813131,127.0043055,N,N,N,N,N,N,N,N,N,N,"
            "
엑터스토리,FC000279,1,민간(대학로 외),2009,70,053-424-8340,http://www.actorstory.net/,대구광역시 남구 현충로 265 (대명동),35.8559041,128.5825921,N,N,N,N,N,N,N,N,N,N,"
            "
LG아트센터 서울,FC003045,2,민간(대학로 외),2022,1700,00-1661-0017,https://www.lgart.com/Home/Main,서울특별시 강서구 마곡중앙로 136(마곡동),37.565363,126.8293888,N,N,N,N,N,N,N,N,N,N,"
            "
하남문화예술회관,FC000095,3,공공(문예회관),2007,1291,031-790-7979,http://www.hnart.or.kr:8080/content.do?id=29&menu=8&code=1,경기도 하남시 신평로 125 (덕풍동),37.544736,127.20683669999994,N,N,N,N,N,Y,Y,Y,N,Y,"
            "
사천문화예술회관,FC000578,3,공공(문예회관),2002,1010,055-831-2460,www.sccf.or.kr,경상남도 사천시 삼천포대교로 471 (동림동),34.9399063,128.07501849999994,N,Y,N,N,N,Y,Y,N,N,Y,"
            "
용인시문화예술회관,FC000823,1,공공(문예회관),1989,626,031-260-3300,http://yicf.or.kr/main/,경기도 용인시 처인구 중부대로1392번길 15 (김량장동),37.2317133,127.19885390000002,N,Y,N,N,N,Y,Y,N,N,Y,"
            "
구미시문화예술회관,FC000518,3,공공(문예회관),1989,2166,054-480-4560,www.gumi.go.kr/arts,경상북도 구미시 송정대로 89 (송정동 75),36.1183785442842,128.348984109841,N,N,N,N,N,N,N,N,N,Y,"
            "
복사골문화센터,FC000564,2,공공(문예회관),1998,712,032-320-6300,http://www.bcf.or.kr/coro/conc/conctour/concerttourList3.act,경기도 부천시 장말로 107 (상동),37.49479,126.75404900000001,N,Y,N,Y,N,N,N,N,N,Y,"
            "
나다소극장,FC001287,1,민간(대학로 외),2015,80,070-4842-7558,http://blog.naver.com/nadatheater,부산광역시 남구 용소로40번길 11 (대연동),35.1337216,129.10034740000003,Y,Y,N,N,N,N,N,N,N,N,"
            "
광명시민회관,FC000071,3,공공(문예회관),1990,822,02-2621-8800,www.gmcf.or.kr,경기도 광명시 시청로 20 (철산동),37.4770159,126.86367769999993,N,Y,N,N,Y,Y,Y,Y,Y,Y,"
            "
아신극장,FC001134,2,민간(대학로 외),2013,280,00-1599-9210,https://asinartcompany.modoo.at/,대전광역시 중구 대종로 458 (대흥동) 대산빌딩 2-3층,36.3256123,127.42803779999997,N,N,N,N,N,N,N,N,N,N,"
            "
성남아트리움 (구. 성남시민회관),FC001217,2,공공(문예회관),1981,863,031-735-1960,http://www.snart.or.kr/web/cms/?MENUMST_ID=21536,경기도 성남시 수정구 수정로171번길 10,37.4448723,127.13890700000002,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,"
            "
KBS 수원아트홀,FC000926,1,공공(기타),2008,190,031-216-5201,http://www.kbssuwonart.co.kr/,경기도 수원시 팔달구 인계로 123 (인계동),37.271128,127.03089,N,Y,N,N,N,Y,N,N,N,Y,"
            "
소극장 창덕궁,FC001215,1,민간(대학로 외),2008,80,02-742-7278,http://www.changgeuk.com/,서울특별시 종로구 창경궁로 227(명륜4가),37.5824263,126.9977518,N,N,N,N,N,N,N,N,N,N,"
            "
국립극장,FC000003,7,국립,1973,2432,02-2280-4114,http://www.ntok.go.kr,서울특별시 중구 장충단로 59 (장충동2가),37.5523153,126.99963600000001,N,N,Y,N,N,N,Y,Y,Y,Y,"
            "
옵신 스페이스(구. 서촌공간 서로),FC001380,1,민간(대학로 외),2016,70,02-730-2502,http://spaceseoro.com/main/index.html,서울특별시 종로구 필운대로7길 12 (옥인동),37.5815528,126.967847,N,Y,N,N,N,N,N,N,N,N,"
            "
스타스테이지,FC003274,1,민간(대학로),2022,182,010-3239-0523, ,서울특별시 종로구 대학로12길 15(동숭동),37.5827347,127.002845,N,N,N,N,N,N,N,N,N,N,"
            "
익산시립모현도서관,FC004013,1,공공(기타), ,0, , ,전북특별자치도 익산시 선화로6길 7 (모현동1가),35.9498378,126.9364638,N,N,N,N,N,N,N,N,N,N,"
            "
영등포아트홀,FC000059,1,공공(문예회관),2009,526,02-2670-4024,www.ydpcf.or.kr,서울특별시 영등포구 국회대로 596 (당산동3가),37.526038,126.90008899999998,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
소극장 울림터(극단 메카네),FC002181,1,민간(대학로 외),2017,70,031-243-5147,https://cafe.naver.com/machanetheater2013,경기도 수원시 팔달구 정조로 767-4 (팔달로3가) 지환빌딩 4층,37.2766728,127.016397,N,N,N,N,N,N,N,N,N,N,"
            "
해바라기소극장(구. 훈아트홀),FC001431,1,민간(대학로),2013,100,02-747-7331, ,서울특별시 종로구 동숭길 76 (동숭동),37.5815998,127.00425730000006,N,N,N,N,N,N,N,N,N,N,"
            "
관악아트홀(구. 관악문화관),FC000036,1,공공(문예회관),2002,700,02-828-5700,http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/intro.php,서울특별시 관악구 신림로3길 35 (신림동),37.4675136464572,126.944804505456,Y,N,N,N,N,N,N,N,N,Y,"
            "
안동문화예술의전당,FC000537,3,공공(문예회관),2010,1270,054-840-3600,http://andongart.go.kr/,경상북도 안동시 축제장길 66 (안흥동),36.5595259,128.7256906,N,Y,Y,Y,N,Y,Y,Y,N,Y,"
            "
제나아트홀 (구. 룸씨어터),FC003171,1,민간(대학로), ,204, , ,서울특별시 종로구 대학로10길 12(동숭동) 지하1층,37.5816149,127.0028075,N,N,N,N,N,N,N,N,N,N,"
            "
남한산성아트홀,FC000110,2,공공(문예회관),2011,1308,031-760-4466,http://www.gjcs.or.kr/gjcs/html/02_per/per_06.asp,경기도 광주시 회안대로 891 (송정동),37.4270408,127.25507500000003,Y,Y,Y,N,N,Y,Y,Y,Y,Y,"
            "
지블레싱소극장,FC002976,1,민간(대학로 외), ,0,010-7225-1219, ,서울특별시 마포구 신촌로14길 24(노고산동),37.5550779,126.9332973,N,N,N,N,N,N,N,N,N,Y,"
            "
김해서부문화센터,FC001890,1,공공(문예회관),2018,691,055-344-1824,http://www.wgcc.or.kr/main.do,경상남도 김해시 율하2로 210 (율하동),35.1718789,128.81382729999996,N,N,N,Y,N,Y,Y,Y,N,Y,"
            "
KNN시어터,FC001075,1,민간(대학로 외),2014,280,051-664-7880,https://www.instagram.com/knntheater.official/,부산광역시 해운대구 센텀서로 30 KNN타워,35.17369,129.12690099999997,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
동국대학교,FC000570,3,민간(대학로 외),2008,732,02-2260-8901,http://www.xn--3i0by5pyxij4d72bsi666f.com/,서울특별시 중구 필동로1길 30 (필동3가),37.5582585,127.00324509999996,N,N,N,N,N,N,N,N,N,Y,"
            "
동네극장,FC002912,1,민간(대학로 외), ,28,02-333-0416,https://www.instagram.com/local_book_club/,서울특별시 동대문구 안암로6길 19(용두동),37.5791469,127.0259164,N,N,N,N,N,N,N,N,N,Y,"
            "
청주아트홀 (구. 청주시민회관),FC001258,1,공공(문예회관),2013,710,043-201-2363,http://www.cheongju.go.kr/ac/contents.do?key=16276,충청북도 청주시 서원구 예체로 118-1 (사직동),36.6374278,127.4694055,N,N,N,N,N,Y,N,N,N,N,"
            "
부산시민공원,FC004077,1,민간(대학로 외),2014,80,051-850-6000,https://citizenpark.or.kr/main.asp,부산광역시 부산진구 시민공원로 73 (범전동),35.1654551,129.0558537,N,N,N,N,N,N,N,N,N,N,"
            "
광주디자인센터,FC001406,1,공공(기타),2006,300,062-611-5000,http://www.gdc.or.kr/,광주광역시 북구 첨단과기로176번길 27 (오룡동),35.2238269,126.84684870000001,N,Y,N,Y,N,Y,Y,Y,Y,Y,"
            "
세종국악당,FC000662,1,공공(문예회관),1991,388,031-887-2066,http://www.yjcf.or.kr/cms/content/view/215,경기도 여주시 영릉로 125 (하동),37.2971351,127.62494079999999,N,N,N,N,N,N,N,N,N,Y,"
            "
수원SK아트리움,FC001438,2,공공(문예회관),2014,1250,031-250-5300,http://www.suwonskartrium.or.kr/,경기도 수원시 장안구 이목로 24-25 (정자동),37.3096379,126.98655699999995,N,Y,N,N,N,Y,Y,N,Y,Y,"
            "
영월군문화예술회관,FC000751,1,공공(문예회관),1993,394,033-375-6353,http://www.ywcf.or.kr/bbs/board.php?bo_table=sub2_1_1&wr_id=1,강원도 영월군 영월읍 단종로 24,37.1859101,128.46849029999998,N,N,N,N,N,Y,N,N,N,Y,"
            "
P&F 씨어터,FC003303,1,민간(대학로 외), ,0, , ,인천광역시 중구 차이나타운로52번길 3(선린동),37.4749371,126.6184396,N,N,N,N,N,N,N,N,N,N,"
            "
경민대학교,FC004063,1,기타(비공연장), ,0,031-828-7700, ,경기도 의정부시 서부로 545 (가능동),37.7461243,127.0251315,N,Y,Y,N,N,N,N,N,N,Y,"
            "
